DistInstID,DistNm,SchlInstID,SchlNm,CntyNm
2198,Neah-Kah-Nie SD 56,1022,Neah-Kah-Nie High School,Tillamook
2198,Neah-Kah-Nie SD 56,4481,Neah-Kah-Nie Middle School,Tillamook
2198,Neah-Kah-Nie SD 56,1021,Nehalem Elementary School,Tillamook
2199,Nestucca Valley SD 101J,1023,Nestucca High School,Tillamook
2199,Nestucca Valley SD 101J,1019,Nestucca Valley Elementary,Tillamook
2197,Tillamook SD 9,1012,East Elementary School,Tillamook
2197,Tillamook SD 9,1013,Liberty Elementary School,Tillamook
2197,Tillamook SD 9,1014,South Prairie Elementary School,Tillamook
2197,Tillamook SD 9,1017,Tillamook High School,Tillamook
2197,Tillamook SD 9,1016,Tillamook Junior High School,Tillamook
2208,Athena-Weston SD 29RJ,1053,Athena Elementary School,Umatilla
2208,Athena-Weston SD 29RJ,1055,Weston Middle School,Umatilla
2208,Athena-Weston SD 29RJ,1056,Weston-McEwen High School,Umatilla
2203,Echo SD 5,3433,Echo School,Umatilla
2201,Helix SD 1,3364,Helix School,Umatilla
2206,Hermiston SD 8,1039,Armand Larive Middle School,Umatilla
2206,Hermiston SD 8,3426,Desert View Elementary School,Umatilla
2206,Hermiston SD 8,1040,Hermiston High School,Umatilla
2206,Hermiston SD 8,1034,Highland Hills Elementary School,Umatilla
2206,Hermiston SD 8,4743,Innovative Learning Center,Umatilla
2206,Hermiston SD 8,1036,Rocky Heights Elementary School,Umatilla
2206,Hermiston SD 8,1333,Sandstone Middle School,Umatilla
2206,Hermiston SD 8,1037,Sunset Elementary School,Umatilla
2206,Hermiston SD 8,1038,West Park Elementary School,Umatilla
2200,InterMountain ESD,4846,Lifeways Inc,Umatilla
2205,Milton-Freewater Unified SD 7,1057,Central Middle School,Umatilla
2205,Milton-Freewater Unified SD 7,1041,Ferndale Elementary School,Umatilla
2205,Milton-Freewater Unified SD 7,1058,Freewater Elementary School,Umatilla
2205,Milton-Freewater Unified SD 7,1059,Grove Elementary School,Umatilla
2205,Milton-Freewater Unified SD 7,1064,McLoughlin High School,Umatilla
2205,Milton-Freewater Unified SD 7,4408,Pleasant View School,Umatilla
2207,Pendleton SD 16,4116,Hawthorne Middle/High School,Umatilla
2207,Pendleton SD 16,2270,Homestead Youth & Family Services,Umatilla
2207,Pendleton SD 16,1046,Lincoln Primary School,Umatilla
2207,Pendleton SD 16,1047,McKay Creek Elementary School,Umatilla
2207,Pendleton SD 16,4202,Nixyaawii Community School,Umatilla
2207,Pendleton SD 16,1052,Pendleton High School,Umatilla
2207,Pendleton SD 16,1048,Sherwood Heights Elementary School,Umatilla
2207,Pendleton SD 16,1051,Sunridge Middle School,Umatilla
2207,Pendleton SD 16,1049,Washington Elementary School,Umatilla
2207,Pendleton SD 16,1050,West Hills Intermediate,Umatilla
2202,Pilot Rock SD 2,1027,Pilot Rock Elementary School,Umatilla
2202,Pilot Rock SD 2,1028,Pilot Rock High School,Umatilla
2209,Stanfield SD 61,1060,Stanfield Elementary School,Umatilla
2209,Stanfield SD 61,1061,Stanfield Secondary School,Umatilla
2210,Ukiah SD 80R,3432,Ukiah School,Umatilla
2204,Umatilla SD 6R,1031,Clara Brownell Middle School,Umatilla
2204,Umatilla SD 6R,1032,McNary Heights Elementary School,Umatilla
2204,Umatilla SD 6R,1033,Umatilla High School,Umatilla
2216,Cove SD 15,3434,Cove Charter School,Union
2217,Elgin SD 23,1083,Elgin High School,Union
2217,Elgin SD 23,1082,Stella Mayfield Elementary School,Union
2215,Imbler SD 11,1079,Imbler Charter School,Union
2212,La Grande SD 1,1066,Central Elementary School,Union
2212,La Grande SD 1,1067,Grande Ronde Child Ctr,Union
2212,La Grande SD 1,1068,Greenwood Elementary School,Union
2212,La Grande SD 1,1069,Island City Elementary School,Union
2212,La Grande SD 1,1073,La Grande High School,Union
2212,La Grande SD 1,1072,La Grande Middle School,Union
2212,La Grande SD 1,1071,Willow Elementary School,Union
2214,North Powder SD 8J,3365,North Powder Charter School,Union
2213,Union SD 5,1074,Union Elementary School,Union
2213,Union SD 5,1075,Union High School,Union
2221,Enterprise SD 21,1090,Enterprise Elementary School,Wallowa
2221,Enterprise SD 21,1091,Enterprise High School,Wallowa
2219,Joseph SD 6,1084,Imnaha Elementary School,Wallowa
2219,Joseph SD 6,1087,Joseph Charter School,Wallowa
2222,Troy SD 54,1092,Troy Elementary School,Wallowa
2220,Wallowa SD 12,1088,Wallowa Elementary School,Wallowa
2220,Wallowa SD 12,1089,Wallowa High School,Wallowa
2229,Dufur SD 29,3402,Dufur School,Wasco
4131,North Wasco County SD 21,1093,Chenowith Elementary School,Wasco
4131,North Wasco County SD 21,1097,Colonel Wright Elementary School,Wasco
4131,North Wasco County SD 21,1098,Dry Hollow Elementary School,Wasco
4131,North Wasco County SD 21,1095,Mosier Community School,Wasco
4131,North Wasco County SD 21,4849,Mosier Middle School,Wasco
4131,North Wasco County SD 21,1100,The Dalles Middle School,Wasco
4131,North Wasco County SD 21,1101,The Dalles-Wahtonka High School,Wasco
2225,South Wasco County SD 1,1108,Maupin Elementary School,Wasco
2225,South Wasco County SD 1,1109,South Wasco County High School,Wasco
2240,Banks SD 13,1120,Banks Elementary School,Washington
2240,Banks SD 13,1124,Banks High School,Washington
2240,Banks SD 13,1123,Banks Junior High School,Washington
2243,Beaverton SD 48J,1186,Aloha High School,Washington
2243,Beaverton SD 48J,1153,Aloha-Huber Park School,Washington
2243,Beaverton SD 48J,4805,Arco Iris Spanish Immersion School,Washington
2243,Beaverton SD 48J,1304,Arts and Communication Magnet Academy,Washington
2243,Beaverton SD 48J,1154,Barnes Elementary School,Washington
2243,Beaverton SD 48J,1155,Beaver Acres Elementary School,Washington
2243,Beaverton SD 48J,1187,Beaverton High School,Washington
2243,Beaverton SD 48J,1156,Bethany Elementary School,Washington
2243,Beaverton SD 48J,4671,Bonny Slope Elementary School,Washington
2243,Beaverton SD 48J,1158,Cedar Mill Elementary School,Washington
2243,Beaverton SD 48J,1180,Cedar Park Middle School,Washington
2243,Beaverton SD 48J,1159,Chehalem Elementary School,Washington
2243,Beaverton SD 48J,1305,Community School,Washington
2243,Beaverton SD 48J,1319,Conestoga Middle School,Washington
2243,Beaverton SD 48J,1160,Cooper Mountain Elementary School,Washington
2243,Beaverton SD 48J,1162,Elmonica Elementary School,Washington
2243,Beaverton SD 48J,1161,Errol Hassell Elementary School,Washington
2243,Beaverton SD 48J,1370,Findley Elementary,Washington
2243,Beaverton SD 48J,1163,Fir Grove Elementary School,Washington
2243,Beaverton SD 48J,1181,Five Oaks Middle School,Washington
2243,Beaverton SD 48J,1157,Greenway Elementary School,Washington
2243,Beaverton SD 48J,1164,Hazeldale Elementary School,Washington
2243,Beaverton SD 48J,4638,Health & Science School,Washington
2243,Beaverton SD 48J,1184,Highland Park Middle School,Washington
2243,Beaverton SD 48J,1165,Hiteon Elementary School,Washington
2243,Beaverton SD 48J,4867,Hope Chinese Charter School,Washington
2243,Beaverton SD 48J,4474,International School of Beaverton,Washington
2243,Beaverton SD 48J,3437,Jacob Wismer Elementary School,Washington
2243,Beaverton SD 48J,1166,Kinnaman Elementary School,Washington
2243,Beaverton SD 48J,1168,McKay Elementary School,Washington
2243,Beaverton SD 48J,1169,McKinley Elementary School,Washington
2243,Beaverton SD 48J,1182,Meadow Park Middle School,Washington
2243,Beaverton SD 48J,1170,Montclair Elementary School,Washington
2243,Beaverton SD 48J,1183,Mountain View Middle School,Washington
2243,Beaverton SD 48J,1303,Nancy Ryles Elementary School,Washington
2243,Beaverton SD 48J,1171,Oak Hills Elementary School,Washington
2243,Beaverton SD 48J,1172,Raleigh Hills Elementary School,Washington
2243,Beaverton SD 48J,1173,Raleigh Park Elementary School,Washington
2243,Beaverton SD 48J,1174,Ridgewood Elementary School,Washington
2243,Beaverton SD 48J,1175,Rock Creek Elementary School,Washington
2243,Beaverton SD 48J,2781,Scholls Heights Elementary School,Washington
2243,Beaverton SD 48J,1314,School of Science & Technology,Washington
2243,Beaverton SD 48J,1270,Sexton Mountain Elementary School,Washington
2243,Beaverton SD 48J,2783,Southridge High School,Washington
2243,Beaverton SD 48J,4712,Springville K-8 School,Washington
2243,Beaverton SD 48J,2782,Stoller Middle School,Washington
2243,Beaverton SD 48J,1188,Sunset High School,Washington
2243,Beaverton SD 48J,1176,Terra Linda Elementary School,Washington
2243,Beaverton SD 48J,1177,Vose Elementary School,Washington
2243,Beaverton SD 48J,1178,West Tualatin View Elementary School,Washington
2243,Beaverton SD 48J,1320,Westview High School,Washington
2243,Beaverton SD 48J,1185,Whitford Middle School,Washington
2243,Beaverton SD 48J,1179,William Walker Elementary School,Washington
2241,Forest Grove SD 15,1128,Cornelius Elementary School,Washington
2241,Forest Grove SD 15,1129,Dilley Elementary School,Washington
2241,Forest Grove SD 15,1130,Echo Shaw Elementary School,Washington
2241,Forest Grove SD 15,3986,Fern Hill Elementary School,Washington
2241,Forest Grove SD 15,4595,Forest Grove Community School,Washington
2241,Forest Grove SD 15,1134,Forest Grove High School,Washington
2241,Forest Grove SD 15,1132,Harvey Clarke Elementary School,Washington
2241,Forest Grove SD 15,1133,Joseph Gale Elementary School,Washington
2241,Forest Grove SD 15,1126,Neil Armstrong Middle School,Washington
2241,Forest Grove SD 15,1127,Tom McCall Upper Elementary,Washington
2245,Gaston SD 511J,1194,Gaston Elementary School,Washington
2245,Gaston SD 511J,1195,Gaston Jr/Sr High School,Washington
2245,Gaston SD 511J,5061,Oregon Virtual Education - West,Washington
2239,Hillsboro SD 1J,1112,Brookwood Elementary School,Washington
2239,Hillsboro SD 1J,1147,Butternut Creek Elementary School,Washington
2239,Hillsboro SD 1J,1368,Century High School,Washington
2239,Hillsboro SD 1J,4206,City View Charter School,Washington
2239,Hillsboro SD 1J,1115,Eastwood Elementary School,Washington
2239,Hillsboro SD 1J,1197,Evergreen Jr High School,Washington
2239,Hillsboro SD 1J,1189,Farmington View Elementary School,Washington
2239,Hillsboro SD 1J,4641,Free Orchards Elementary School,Washington
2239,Hillsboro SD 1J,1200,Glencoe High School,Washington
2239,Hillsboro SD 1J,1152,Groner Elementary School,Washington
2239,Hillsboro SD 1J,1201,Hillsboro High School,Washington
2239,Hillsboro SD 1J,4973,Hillsboro Online Academy,Washington
2239,Hillsboro SD 1J,3536,Imlay Elementary School,Washington
2239,Hillsboro SD 1J,1148,Indian Hills Elementary School,Washington
2239,Hillsboro SD 1J,1199,J W Poynter Middle School,Washington
2239,Hillsboro SD 1J,1285,Jackson Elementary School,Washington
2239,Hillsboro SD 1J,1150,Ladd Acres Elementary School,Washington
2239,Hillsboro SD 1J,1110,Lenox Elementary School,Washington
2239,Hillsboro SD 1J,4018,Liberty High School,Washington
2239,Hillsboro SD 1J,4642,Lincoln Street Elementary School,Washington
2239,Hillsboro SD 1J,1116,Minter Bridge Elementary School,Washington
2239,Hillsboro SD 1J,1117,Mooberry Elementary School,Washington
2239,Hillsboro SD 1J,1190,North Plains Elementary School,Washington
2239,Hillsboro SD 1J,3160,Orenco Elementary School,Washington
2239,Hillsboro SD 1J,3159,Paul L Patterson Elementary School,Washington
2239,Hillsboro SD 1J,4643,Quatama Elementary School,Washington
2239,Hillsboro SD 1J,1196,R A Brown Middle School,Washington
2239,Hillsboro SD 1J,1149,Reedville Elementary School,Washington
2239,Hillsboro SD 1J,4703,Rosedale Elementary School,Washington
2239,Hillsboro SD 1J,1198,South Meadows Middle School,Washington
2239,Hillsboro SD 1J,1302,Tobias Elementary School,Washington
2239,Hillsboro SD 1J,1119,W L Henry Elementary School,Washington
2239,Hillsboro SD 1J,1114,W Verne McKinney Elementary School,Washington
2239,Hillsboro SD 1J,1111,West Union Elementary School,Washington
2239,Hillsboro SD 1J,1151,Witch Hazel Elementary School,Washington
2230,Northwest Regional ESD,2376,Albertina Kerr/PACE,Washington
2230,Northwest Regional ESD,1284,Lifeworks Northwest,Washington
2230,Northwest Regional ESD,1167,St Marys Home for Boys- PACE,Washington
2244,Sherwood SD 88J,1334,Archer Glen Elementary School,Washington
2244,Sherwood SD 88J,4730,Edy Ridge Elementary School,Washington
2244,Sherwood SD 88J,1191,J Clyde Hopkins Elementary School,Washington
2244,Sherwood SD 88J,4731,Laurel Ridge Middle School,Washington
2244,Sherwood SD 88J,3222,Middleton Elementary School,Washington
2244,Sherwood SD 88J,4220,Sherwood Charter School,Washington
2244,Sherwood SD 88J,1193,Sherwood High School,Washington
2244,Sherwood SD 88J,1192,Sherwood Middle School,Washington
2242,Tigard-Tualatin SD 23J,4364,Alberta Rider Elementary School,Washington
2242,Tigard-Tualatin SD 23J,1135,Bridgeport Elementary School,Washington
2242,Tigard-Tualatin SD 23J,1136,Charles F Tigard Elementary School,Washington
2242,Tigard-Tualatin SD 23J,1369,Deer Creek Elementary School,Washington
2242,Tigard-Tualatin SD 23J,2714,Durham Center,Washington
2242,Tigard-Tualatin SD 23J,1138,Durham Elementary School,Washington
2242,Tigard-Tualatin SD 23J,1142,Edward Byrom Elementary School,Washington
2242,Tigard-Tualatin SD 23J,1300,Hazelbrook Middle School,Washington
2242,Tigard-Tualatin SD 23J,1139,James Templeton Elementary School,Washington
2242,Tigard-Tualatin SD 23J,2273,Janus Youth Programs--Cordero House,Washington
2242,Tigard-Tualatin SD 23J,1137,Mary Woodward Elementary School,Washington
2242,Tigard-Tualatin SD 23J,1140,Metzger Elementary School,Washington
2242,Tigard-Tualatin SD 23J,3579,Multi-sensory Instruction Teaching Children Hands-On (MITCH),Washington
2242,Tigard-Tualatin SD 23J,1144,Thomas R Fowler Middle School,Washington
2242,Tigard-Tualatin SD 23J,1146,Tigard High School,Washington
2242,Tigard-Tualatin SD 23J,1143,Tualatin Elementary School,Washington
2242,Tigard-Tualatin SD 23J,1301,Tualatin High School,Washington
2242,Tigard-Tualatin SD 23J,1145,Twality Middle School,Washington
2248,Fossil SD 21J,1205,Fossil Charter School,Wheeler
2249,Mitchell SD 55,3404,Mitchell School,Wheeler
2247,Spray SD 1,3403,Spray School,Wheeler
2252,Amity SD 4J,1208,Amity Elementary School,Yamhill
2252,Amity SD 4J,1210,Amity High School,Yamhill
2252,Amity SD 4J,1209,Amity Middle School,Yamhill
2252,Amity SD 4J,4505,Eola Hills Charter School,Yamhill
2253,Dayton SD 8,1211,Dayton Grade School,Yamhill
2253,Dayton SD 8,1212,Dayton High School,Yamhill
2253,Dayton SD 8,1291,Dayton Jr High School,Yamhill
2256,McMinnville SD 40,1228,Columbus Elementary School,Yamhill
2256,McMinnville SD 40,1315,Duniway Middle School,Yamhill
2256,McMinnville SD 40,2784,Grandhaven Elementary School,Yamhill
2256,McMinnville SD 40,1234,McMinnville High School,Yamhill
2256,McMinnville SD 40,1230,Memorial Elementary School,Yamhill
2256,McMinnville SD 40,1231,Newby Elementary School,Yamhill
2256,McMinnville SD 40,1233,Patton Middle School,Yamhill
2256,McMinnville SD 40,4639,Sue Buel Elementary,Yamhill
2256,McMinnville SD 40,1232,Wascher Elementary School,Yamhill
2254,Newberg SD 29J,1335,Antonia Crater Elementary School,Yamhill
2254,Newberg SD 29J,1336,Chehalem Valley Middle School,Yamhill
2254,Newberg SD 29J,1216,Dundee Elementary School,Yamhill
2254,Newberg SD 29J,1217,Edwards Elementary School,Yamhill
2254,Newberg SD 29J,1218,Ewing Young Elementary School,Yamhill
2254,Newberg SD 29J,4342,Joan Austin Elementary School,Yamhill
2254,Newberg SD 29J,1219,Mabel Rush Elementary School,Yamhill
2254,Newberg SD 29J,1221,Mountain View Middle School,Yamhill
2254,Newberg SD 29J,1222,Newberg Senior High School,Yamhill
2257,Sheridan SD 48J,1235,Faulconer-Chapman School,Yamhill
2257,Sheridan SD 48J,4833,Sheridan AllPrep Academy,Yamhill
2257,Sheridan SD 48J,1237,Sheridan High School,Yamhill
2257,Sheridan SD 48J,2728,Sheridan Japanese School,Yamhill
2257,Sheridan SD 48J,2732,Sheridan Spartan Academy,Yamhill
2255,Willamina SD 30J,1224,Willamina Elementary School,Yamhill
2255,Willamina SD 30J,1226,Willamina High School,Yamhill
2255,Willamina SD 30J,1225,Willamina Middle School,Yamhill
2251,Yamhill Carlton SD 1,1213,Yamhill Carlton Elementary School,Yamhill
2251,Yamhill Carlton SD 1,1238,Yamhill Carlton High School,Yamhill
2251,Yamhill Carlton SD 1,4564,Yamhill Carlton Intermediate School,Yamhill
,z No district found,1876,Boys & Girls Club of Grants Pass,z No county found
,z No district found,4717,Bridgeway House,z No county found
,z No district found,1838,Cascade Academics,z No county found
,z No district found,2418,Childs Way Alternative School,z No county found
,z No district found,2915,COIC Skill Lab,z No county found
,z No district found,2916,COIC Skill Lab,z No county found
,z No district found,4262,COIC Skill Lab,z No county found
,z No district found,1845,Creative Minds Alternative School,z No county found
,z No district found,1628,De Paul Treatment Centers Inc,z No county found
,z No district found,1398,HERA Community School,z No county found
,z No district found,4633,Insight School of Oregon - Online Alternative  High School,z No county found
,z No district found,4290,J Bar J Learning Centers - Boys Ranch Campus,z No county found
,z No district found,1448,J Bar J Learning Centers - Sisters Academy Campus,z No county found
,z No district found,1508,"Klamath-Lake County Youth Ranch, Inc",z No county found
,z No district found,3545,Looking Glass Center Point School,z No county found
,z No district found,1532,Looking Glass Riverfront School & Career Center,z No county found
,z No district found,1786,Looking Glass Youth & Family Services Inc New Roads,z No county found
,z No district found,3760,Looking Glass Youth & Family Services Inc Pathways,z No county found
,z No district found,4811,Looking Glass Youth and Family Services Inc Pathways River R,z No county found
,z No district found,1262,Mid-Columbia Alternative School Based Treatment Center (MAST,z No county found
,z No district found,1648,Morrison Center Counterpoint Program,z No county found
,z No district found,1803,Mt Scott Park Center for Learning,z No county found
,z No district found,4413,Mt Scott Park Center for Learning Middle School,z No county found
,z No district found,4587,NAYA Early College Academy,z No county found
,z No district found,3012,New Avenues for Youth,z No county found
,z No district found,1861,Northwest Youth Corps,z No county found
,z No district found,1821,Open Meadow High School,z No county found
,z No district found,3021,Open Meadow Middle School,z No county found
,z No district found,4512,Oregon Outreach Inc. Rosi Hinton High School,z No county found
,z No district found,3662,Oregon Youth Challenge,z No county found
,z No district found,4508,Outside In-Urban Ed,z No county found
,z No district found,4522,Park Academy,z No county found
,z No district found,3496,Pathfinder Academy,z No county found
,z No district found,4511,Phoenix School of Roseburg - Deer Creek,z No county found
,z No district found,2506,Portland Community College,z No county found
,z No district found,1885,Portland Youth Builders,z No county found
,z No district found,2507,Rogue Community College,z No county found
,z No district found,1669,Rosemary Anderson High School,z No county found
,z No district found,5152,Rosemary Anderson High School - East (Gresham),z No county found
,z No district found,4477,SE Works Youth Center,z No county found
,z No district found,1671,Serendipity,z No county found
,z No district found,1871,SERP Enterprises Inc,z No county found
,z No district found,240,The Child Center,z No county found
,z No district found,1877,"The Inn Between Educational Program, DBA Inn Sight",z No county found
,z No district found,4826,Victory Academy,z No county found
,z No district found,1545,Wellsprings Friends School,z No county found
,z No district found,1874,YES House Alternative School,z No county found
,z No district found,1875,Youth Employment Institute,z No county found
,z No district found,1835,Youth Progress Learning Center,z No county found
